CustomerID,AddressID,AddressType,AddressLine1,AddressLine2,City,StateProvince,CountryRegion,PostalCode
29651,606,Main Office,99433 S. Greenbay Rd.,NULL,Racine,Wisconsin,United States,53182
29732,607,Main Office,25220 Airline Road,NULL,Corpus Christi,Texas,United States,78404
29616,608,Main Office,25306 Harvey Rd.,NULL,College Station,Texas,United States,77840
29769,609,Main Office,3900 S. 997th St.,NULL,Milwaukee,Wisconsin,United States,53202
29738,610,Main Office,44025 W. Empire,NULL,Denby,South Dakota,United States,57716
29764,611,Main Office,23025 S.W. Military Rd.,NULL,San Antonio,Texas,United States,78204
29743,612,Main Office,Ring Plaza,NULL,Norridge,Illinois,United States,60706
29758,613,Main Office,Lakeline Mall,NULL,Cedar Park,Texas,United States,78613
30046,614,Main Office,Town East Center,NULL,Mesquite,Texas,United States,75149
30008,617,Main Office,Johnson Creek,NULL,Johnson Creek,Wisconsin,United States,53038
29492,618,Main Office,Blue Ridge Mall,NULL,Kansas City,Missouri,United States,64106
29508,619,Main Office,First Colony Mall,NULL,Sugar Land,Texas,United States,77478
30003,620,Main Office,Horizon Outlet,NULL,Woodbury,Minnesota,United States,55125
29486,621,Main Office,Tanger Factory,NULL,Branch,Minnesota,United States,55056
29859,622,Main Office,Management Mall,NULL,San Antonio,Texas,United States,78204
29850,623,Main Office,Ohms Road,NULL,Houston,Texas,United States,77003
30032,624,Main Office,Factory Merchants,NULL,Branson,Missouri,United States,65616
29848,625,Main Office,Cedar Creek Stores,NULL,Mosinee,Wisconsin,United States,54455
30035,626,Main Office,Lone Star Factory,NULL,La Marque,Texas,United States,77568
30039,627,Main Office,Sports Stores @ Tuscola,NULL,Tuscola,Illinois,United States,61953
29861,628,Main Office,City Center,NULL,Minneapolis,Minnesota,United States,55402
29974,629,Main Office,St. Louis Marketplace,NULL,Saint Louis,Missouri,United States,63103
30106,630,Main Office,Lincoln Square,NULL,Arlington,Texas,United States,76010
29827,631,Main Office,Kansas City Factory Outlet,NULL,Odessa,Missouri,United States,64076
29819,633,Main Office,Medford Outlet Center,NULL,Medford,Minnesota,United States,55049
29635,634,Main Office,Ward Parkway Center,NULL,Kansas City,Missouri,United States,64106
29546,635,Main Office,"93-2501, Blackfriars Road,",NULL,London,England,United Kingdom,SE1 8HL
29776,636,Main Office,"Science Park South, Birchwood",Stanford House,Warrington,England,United Kingdom,WA3 7BH
29932,637,Main Office,"Phoenix Way, Cirencester",NULL,Gloucestershire,England,United Kingdom,GL7 1RY
29926,638,Main Office,255 Irving Street,NULL,London,England,United Kingdom,C2H 7AU
29922,639,Main Office,"Garamonde Drive, Wymbush",PO Box 4023,Milton Keynes,England,United Kingdom,MK8 8ZD
30072,640,Main Office,251 The Metro Center,NULL,Wokingham,England,United Kingdom,RG41 1QW
29952,641,Main Office,Bradford,NULL,W. York,England,United Kingdom,BD1 4SJ
29796,642,Main Office,Galashiels,NULL,Liverpool,England,United Kingdom,L4 4HB
29644,643,Main Office,Banbury,NULL,Oxon,England,United Kingdom,OX16 8RS
29713,644,Main Office,Bradford,"Raven House, Kingsgate",W. York,England,United Kingdom,BD1 4SJ
29941,645,Main Office,"Garamonde Drive, Wymbush",P.O. Box 803,Milton Keynes,England,United Kingdom,MK8 8ZD
29990,646,Main Office,"Butterfield Hse, 7-251 Chapel St",NULL,Lancaster,England,United Kingdom,LA1 1LN
29874,647,Main Office,Wade Road,NULL,Basingstoke Hants,England,United Kingdom,RG24 8PL
29868,648,Main Office,"586 Fulham Road,",NULL,London,England,United Kingdom,SW6 SBY
29612,649,Main Office,Knaves Beech Ind.,NULL,High Wycombe,England,United Kingdom,HP10 9QY
29778,650,Main Office,"Elmhurst Road, Goring",NULL,Reading,England,United Kingdom,RG7 5H7
30025,651,Main Office,"New Millhouse, 2583 Milton Park",NULL,Abingdon,England,United Kingdom,OX14 4SE
30019,652,Main Office,Wymbush,NULL,Milton Keynes,England,United Kingdom,MK8 8DF
30113,653,Main Office,Burgess Hill,Edward Way,West Sussex,England,United Kingdom,RH15 9UD
29908,654,Main Office,308-3250 Casting Road,NULL,York,England,United Kingdom,Y024 1GF
29904,655,Main Office,Wharfdale Road,NULL,Berkshire,England,United Kingdom,RG11 5TP
29851,657,Main Office,Unit 99a Battery Retail Pk,NULL,Birmingham,England,United Kingdom,B29 6SL
29618,658,Main Office,Ellesfield Ave,NULL,Bracknell,England,United Kingdom,RG12 8TB
29736,659,Main Office,Warrington Ldc Unit 25/2,NULL,Woolston,England,United Kingdom,WA1 4SY
29741,660,Main Office,"6 The Farm, Liberty Road",NULL,Maidenhead,England,United Kingdom,SL67RJ
30044,661,Main Office,725a The Arches,NULL,Berks,England,United Kingdom,SL4 1RH
30050,662,Main Office,Paramount House,NULL,London,England,United Kingdom,W1N 9FA
29615,663,Main Office,2524 Barlby Road,NULL,London,England,United Kingdom,W10 6BL
29587,664,Main Office,99-3 Forest Works,NULL,London,England,United Kingdom,E17 6JF
30005,665,Main Office,46-44 Albemarle Street,NULL,London,England,United Kingdom,W1X3SE
29857,666,Main Office,399 Clearing Green,NULL,London,England,United Kingdom,EC1R 0DU
30030,667,Main Office,997b Tradescant Road,NULL,London,England,United Kingdom,SW8 1XD
29860,668,Main Office,2574 Milton Park,NULL,Oxford,England,United Kingdom,OX14 4SE
30102,669,Main Office,"Internet House, 3399 Science Park",NULL,Cambridge,England,United Kingdom,CB4 4BZ
30104,670,Main Office,"7 Garden House Cloisters, 8 Batters",NULL,London,England,United Kingdom,SW8 4BG
29978,671,Main Office,"25 Hartfield Road, Wimbledon",NULL,London,England,United Kingdom,SW19 3RU
29980,672,Main Office,"99 Dean Street, Soho",NULL,London,England,United Kingdom,W1V 5RN
29985,673,Main Office,"Park House-4th Floor, 2516 Park St.",NULL,London,England,United Kingdom,W1Y 3RA
29955,756,Main Office,855 East Main Avenue,NULL,Zeeland,Michigan,United States,49464
29655,774,Main Office,9920 North Telegraph Rd.,NULL,Pontiac,Michigan,United States,48342
29891,775,Main Office,46460 West Oaks Drive,NULL,Novi,Michigan,United States,48375
29554,776,Main Office,997000 Telegraph Rd.,NULL,Southfield,Michigan,United States,48034
29688,785,Main Office,399700 John R. Rd.,NULL,Madison Heights,Michigan,United States,48071
29536,786,Main Office,6789 Warren Road,NULL,Westland,Michigan,United States,48185
29528,788,Main Office,2533 Eureka Rd.,NULL,Southgate,Michigan,United States,48195
29590,789,Main Office,250000 Eight Mile Road,NULL,Detroit,Michigan,United States,48226
29517,794,Main Office,998 Forest Road,NULL,Saginaw,Michigan,United States,48601
29684,795,Main Office,99800 Tittabawasee Rd.,NULL,Saginaw,Michigan,United States,48601
29600,797,Main Office,678 Eastman Ave.,NULL,Midland,Michigan,United States,48640
29533,801,Main Office,Horizon Outlet Center,NULL,Holland,Michigan,United States,49423
29765,806,Main Office,Horizon Outlet Center,NULL,Monroe,Michigan,United States,98272
29566,810,Main Office,Redford Plaza,NULL,Redford,Michigan,United States,48239
29973,825,Main Office,Port Huron,NULL,Port Huron,Michigan,United States,48060
30109,826,Main Office,Kensington Valley Shops,NULL,Howell,Michigan,United States,48843
29773,832,Main Office,2251 Elliot Avenue,NULL,Seattle,Washington,United States,98104
29816,833,Main Office,3207 S Grady Way,NULL,Renton,Washington,United States,98055
29545,834,Main Office,99300 223rd Southeast,NULL,Bothell,Washington,United States,98011
29810,835,Main Office,259826 Russell Rd. South,NULL,Kent,Washington,United States,98031
29775,836,Main Office,35525-9th Street Sw,NULL,Puyallup,Washington,United States,98371
29806,837,Main Office,640 South 994th St. W.,NULL,Billings,Montana,United States,59101
29931,838,Main Office,25300 Biddle Road,NULL,Medford,Oregon,United States,97504
29800,839,Main Office,Gateway,NULL,Portland,Oregon,United States,97205
29925,840,Main Office,Great Northwestern,NULL,North Bend,Washington,United States,98045
29585,841,Main Office,Washington Square,NULL,Portland,Oregon,United States,97205
29921,842,Main Office,258101 Nw Evergreen Parkway,NULL,Beaverton,Oregon,United States,97005
29632,843,Main Office,253950 N.E. 178th Place,NULL,Woodinville,Washington,United States,98072
30071,844,Main Office,755 Nw Grandstand,NULL,Issaquah,Washington,United States,98027
30070,845,Main Office,22571 South 2500 East,NULL,Idaho Falls,Idaho,United States,83402
29953,846,Main Office,257700 Ne 76th Street,NULL,Redmond,Washington,United States,98052
30064,847,Main Office,25102 Springwater,NULL,Wenatchee,Washington,United States,98801
29582,848,Main Office,Bldg. 9n/99298,NULL,Redmond,Washington,United States,98052
29580,849,Main Office,4251 First Avenue,NULL,Seattle,Washington,United States,98104
29645,850,Main Office,558 S 6th St,NULL,Klamath Falls,Oregon,United States,97601
29717,851,Main Office,994 Sw Cherry Park Rd,NULL,Troutdale,Oregon,United States,97060
29936,852,Main Office,25718 Se Sunnyside Rd,NULL,Clackamas,Oregon,United States,97015-6403
29550,853,Main Office,567 Sw Mcloughlin Blvd,NULL,Milwaukie,Oregon,United States,97222
29942,854,Main Office,490 Ne 4th St,NULL,Renton,Washington,United States,98055
29890,855,Main Office,15 East Main,NULL,Port Orchard,Washington,United States,98366
29991,856,Main Office,3025 E Waterway Blvd,NULL,Shelton,Washington,United States,98584
29885,857,Main Office,7990 Ocean Beach Hwy.,NULL,Longview,Washington,United States,98632
29873,858,Main Office,2345 West Spencer Road,NULL,Lynnwood,Washington,United States,98036
29997,859,Main Office,1050 Oak Street,NULL,Seattle,Washington,United States,98104
29867,860,Main Office,4927 S Meridian Ave Ste D,NULL,Puyallup,Washington,United States,98371
29559,861,Main Office,25915 140th Ave Ne,NULL,Bellevue,Washington,United States,98004
29611,862,Main Office,3307 Evergreen Blvd,Ste 1071,Washougal,Washington,United States,98671
29622,863,Main Office,2507 Pacific Ave S,NULL,Tacoma,Washington,United States,98403
29571,864,Main Office,67 Rainer Ave S,NULL,Renton,Washington,United States,98055
29689,865,Main Office,750 Lakeway Dr,NULL,Bellingham,Washington,United States,98225
30024,866,Main Office,2528 Meridian E,NULL,Puyallup,Washington,United States,98371
29695,867,Main Office,48995 Evergreen Wy.,NULL,Everett,Washington,United States,98201
30018,868,Main Office,25111 228th St Sw,NULL,Bothell,Washington,United States,98011
29787,869,Main Office,2583 Se 272nd St,NULL,Kent,Washington,United States,98031
30112,870,Main Office,409 S. Main Ste. 25,NULL,Ellensburg,Washington,United States,98926
29606,871,Main Office,2502 Evergreen Ste E,NULL,Everett,Washington,United States,98201
29907,872,Main Office,755 W Washington Ave Ste D,NULL,Sequim,Washington,United States,98382
29903,874,Main Office,2550 Ne Sandy Blvd,NULL,Portland,Oregon,United States,97205
29683,875,Main Office,2540 Dell Range Blvd,NULL,Cheyenne,Wyoming,United States,82001
29898,876,Main Office,765 Delridge Way Sw,NULL,Seattle,Washington,United States,98104
29599,877,Main Office,4781 Highway 95,NULL,Sandpoint,Idaho,United States,83864
29617,880,Main Office,S Sound Ctr Suite 25300,NULL,Lacey,Washington,United States,98503
29532,881,Main Office,Southgate Mall,NULL,Missoula,Montana,United States,59801
29737,882,Main Office,Medford,NULL,Medford,Oregon,United States,97504
29742,884,Main Office,Lewis County Mall,NULL,Chehalis,Washington,United States,98532
30080,885,Main Office,755 Columbia Ctr Blvd,NULL,Kennewick,Washington,United States,99337
30045,886,Main Office,Lancaster Mall,NULL,Salem,Oregon,United States,97301
29490,887,Main Office,Lewiston Mall,NULL,Lewiston,Idaho,United States,83501
30051,888,Main Office,Three Rivers Mall,NULL,Kelso,Washington,United States,98626
29497,889,Main Office,Eastridge Mall,NULL,Casper,Wyoming,United States,82601
29588,890,Main Office,Holiday Village Mall,NULL,Great Falls,Montana,United States,59401
29915,891,Main Office,2526a Tri-Lake Blvd Ne,NULL,Kirkland,Washington,United States,98033
30004,892,Main Office,Frontier Mall,NULL,Cheyenne,Wyoming,United States,82001
29502,893,Main Office,White Mountain Mall,NULL,Rock Springs,Wyoming,United States,82901
29858,894,Main Office,3390 South 23rd St.,NULL,Tacoma,Washington,United States,98403
29747,895,Main Office,3250 South Meridian,NULL,Puyallup,Washington,United States,98371
30031,896,Main Office,2255 254th Avenue Se,NULL,Albany,Oregon,United States,97321
29753,897,Main Office,705 SE Mall Parkway,NULL,Everett,Washington,United States,98201
30034,898,Main Office,700 Se Sunnyside Road,NULL,Clackamas,Oregon,United States,97015
29643,899,Main Office,North 93270 Newport Highway,NULL,Spokane,Washington,United States,99202
29843,901,Main Office,No. 60 Bellis Fair Parkway,NULL,Bellingham,Washington,United States,98225
30105,902,Main Office,950 Gateway Street,NULL,Springfield,Oregon,United States,97477
29835,903,Main Office,250775 SW Hillsdale Hwy,NULL,Beaverton,Oregon,United States,97005
29981,904,Main Office,9905 Three Rivers Drive,NULL,Kelso,Washington,United States,98626
29719,905,Main Office,225 South 314th Street,NULL,Federal Way,Washington,United States,98003
29709,906,Main Office,7009 Sw Hall Blvd.,NULL,Tigard,Oregon,United States,97223
29727,907,Main Office,99295 S.e. Tualatin Valley_hwy.,NULL,Hillsboro,Oregon,United States,97123
29815,988,Main Office,482505 Warm Springs Blvd.,NULL,Fremont,California,United States,94536
29638,989,Main Office,39933 Mission Oaks Blvd,NULL,Camarillo,California,United States,93010
